"","cc","mz","rt","i"
"9176",9675,801.632105156782,1686.76,16682.1762238196
"9177",9676,801.633868082846,1989.72,3868.37348533861
"9178",9677,801.648103054041,1899.82,9314.95002421943
"9179",9678,801.656294828506,1548.86,13333.9374829475
"9180",9679,801.682672831633,1613.11,18482.7991603112
"9181",9680,801.693502742189,2011.23,29411.3753237826
"9182",9681,801.73027750154,1854.18,3425.19315426694
"9183",9682,802.045774214708,75.6585,5727.84299554357
"9184",9683,802.24681528683,1937.46,77733.3510402742
"9185",9684,802.29795587752,75.657,9381.77292324176
"9186",9685,802.381617723628,1455.435,1781.31131284388
"9187",9686,802.51104317597,1604.69,20091.9310573603
"9188",9687,802.520946315359,1450.81,7997.35676066081
"9189",9688,802.53741976355,1619.72,23891.6847378652
"9190",9689,802.54619076967,75.702,8195.64947458884
"9191",9690,802.606496997267,1707.39,33758.8864693286
"9192",9691,802.618395235239,1526.41,9090.90958978298
"9193",9693,802.659944216785,1549.37,14419.4448521496
"9194",9694,802.666309031937,1574.48,15626.434274899
"9195",9695,802.696761308402,2011.35,15774.9000675162
"9196",9696,802.795247272026,75.409,5389.75401386836
"9197",9697,802.872585110034,1785.66,14612.7555258514
"9198",9698,803.045634396027,75.408,2489.1002549671
"9199",9699,803.221482358798,80.954,9634.1820847555
"9200",9700,803.245041868728,1937.33,40916.6524745296
"9201",9701,803.509326793034,1557.725,2304.85979533276
"9202",9702,803.516491945418,1604.72,6531.13916066708
"9203",9703,803.537389353871,1396.01,7013.49939727783
"9204",9704,803.541105677537,1619.845,11892.9003217127
"9205",9705,803.549359928228,1488.42,12323.7714060623
"9206",9706,803.571056842446,1863.93,6455.68971996941
"9207",9707,803.596154757996,1528.76,72940.5051390259
"9208",9708,803.61612672093,1707.88,15624.9644632871
"9209",9709,803.626816509061,1665.88,8351.49074325219
"9210",9710,803.651746070923,2001.23,4221.13177898491
"9211",9711,803.668035781955,1551.815,11229.346172647
"9212",9712,803.678405732033,1606.075,35028.3707752544
"9213",9713,803.696847406605,2011.48,4741.38391395839
"9214",9714,803.876113630884,1785.535,43951.0106870395
"9215",9715,803.874952839268,1737.9,6118.86468694286
"9216",9716,804.222118792359,80.803,2751.05792431403
"9217",9717,804.244325098208,1937.46,14615.1257301628
"9218",9718,804.505061001996,1519.425,3386.01091021672
"9219",9719,804.525234781926,1410.845,3301.4436492794
"9220",9720,804.534454022072,1488.66,10197.9586632529
"9221",9721,804.537524020188,1455.685,20070.9223064659
"9222",9722,804.533671400491,1396.25,3896.96164957682
"9223",9723,804.539380458689,1524.17,5723.31021719268
"9224",9724,804.573349661793,1624.62,11883.4337125447
"9225",9725,804.592495098404,1566.94,4303.12500508626
"9226",9726,804.623991257801,1665.635,5166.59998944255
"9227",9727,804.651270225399,1530.155,16111.2586466471
"9228",9728,804.657813536801,1708.26,21477.2544679127
"9229",9729,804.672128875436,1630.87,27850.6808980306
"9230",9730,804.673718423884,1551.59,24925.9196448868
"9231",9731,804.682268430675,1606.03,59385.9563385927
"9232",9732,804.752235663304,1899.19,15810.9910761027
"9233",9734,804.879181027681,1738.025,10662.2791338723
"9234",9735,804.879360739105,1785.91,64037.4848357702
"9235",9736,805.24303906235,1937.585,4627.35583792797
"9236",9737,805.250612242007,74.907,5108.8569533338
"9237",9738,805.340537929847,85.159,1937.3588520924
"9238",9740,805.509350825442,1467.805,5902.0077546128
"9239",9741,805.541271221321,1455.935,9002.58992259593
"9240",9742,805.577259121613,1551.84,43844.3411214193
"9241",9743,805.580271363063,1738.15,2075.02106730143
"9242",9744,805.637379920786,1545.34,40182.823388515
"9243",9745,805.665444039936,1708.515,90340.663290821
"9244",9746,805.67682322654,1630.88,93166.2190313117
"9245",9747,805.68769776315,1578.515,32126.3486130904
"9246",9748,805.756652809722,1899.005,20969.6273026509
"9247",9749,806.253994862908,74.908,1888.42301719414
"9248",9750,806.284667845153,85.712,17929.1829306446
"9249",9751,806.469494898891,1421.305,7629.07069090919
"9250",9752,806.584660603537,1595.36,5783.46105765788
"9251",9753,806.595073212253,1551.84,20894.2920939128
"9252",9755,806.648052881979,1541.6,15770.440514662
"9253",9756,806.659203716806,1697.645,12234.4697355072
"9254",9757,806.669480033513,1708.64,311965.142116926
"9255",9758,806.680654318183,1630.88,190622.925112468
"9256",9759,806.692319934069,1578.485,57845.7975571485
"9257",9760,806.721396693707,1999.98,13909.1693386781
"9258",9761,806.765572606065,1899.5,10792.9861653797
"9259",9762,806.786015376525,85.6795,12221.9688789002
"9260",9763,807.032935783831,83.9285,1523.15440598934
"9261",9764,807.146416673819,1732.65,5782.45440126333
"9262",9765,807.287986101814,85.587,6269.69884105101
"9263",9766,807.473386802925,1421.44,4113.31991120616
"9264",9767,807.517911435633,1604.955,25959.3614714813
"9265",9768,807.542926546076,74.675,1169.01324812453
"9266",9769,807.585958932813,1580.07,318636.701503449
"9267",9770,807.584057854979,1625.37,15640.0609908835
"9268",9771,807.625606854034,1551.09,87636.9078578143
"9269",9772,807.668589041104,1686.37,46159.4097318396
"9270",9773,807.67340634781,1708.39,631187.070100246
"9271",9774,807.677123807609,1631.12,14961.1445350537
"9272",9775,807.725052991401,1999.98,7756.3108008821
"9273",9776,807.77051655077,1899.62,13314.7550167261
"9274",9777,807.792013857472,74.406,1734.48009857667
"9275",9778,808.016056460499,1231.81,17951.8293552984
"9276",9779,808.04309426066,74.5715,1642.0028691423
"9277",9780,808.150362660274,1227.75,1224.83502127138
"9278",9781,808.585818523505,1659.375,20894.8947476402
"9279",9782,808.59194235725,1579.475,160768.472230196
"9280",9783,808.590371035978,1863.69,5961.82564852064
"9281",9784,808.606233288781,1536.38,95109.3370803072
"9282",9785,808.601642289973,1561.725,12596.2042927241
"9283",9786,808.629570251567,1550.955,274330.88594556
"9284",9787,808.623333083139,1688.38,7655.5553920226
"9285",9788,808.671355071472,1707.89,14629.680575143
"9286",9789,808.684478178384,1739.905,32993.2517043611
"9287",9790,808.738077310741,2010.975,26083.4682657666
"9288",9791,808.920966594886,92.7425,12830.5424603306
"9289",9792,808.982197912719,1096.62,3284.10484801631
"9290",9793,809.017985480755,1231.945,2648.20883256836
"9291",9794,809.231470721629,1937.58,49256.6238482253
"9292",9795,809.589124203991,1659.25,10381.4361708533
"9293",9797,809.609918943299,1537.12,46064.3449013034
"9294",9798,809.634066149567,1550.965,570459.449204669
"9295",9799,809.631999293691,1524.595,74446.913606013
"9296",9801,809.643732453916,1719.14,11845.4943695068
"9297",9802,809.687772404516,1739.8,64325.3636843306
"9298",9803,809.741409537028,2010.98,15119.7585627238
"9299",9804,810.133190133603,85.6795,43510.5626122592
"9300",9806,810.2322945298,1937.45,42403.1202279308
"9301",9807,810.557757202697,1109.335,23286.3010945532
"9302",9808,810.56517417643,1649.87,12163.1065648997
"9303",9809,810.56760940087,1594.875,5280.29296875
"9304",9810,810.578361998188,1863.94,8623.82290743607
"9305",9811,810.613231791621,1536.795,11899.4664510091
"9306",9812,810.640135899528,1719.39,20437.7328674723
"9307",9813,810.636425697605,77.7195,66283.4276618095
"9308",9814,810.644866870798,1572.04,327035.749068787
"9309",9815,810.644497993574,1585.61,247442.807390123
"9310",9816,810.64369212532,1524.09,109115.265681137
"9311",9817,810.753953029666,2021.105,28202.4206595633
"9312",9818,810.919578749505,93.1395,4830.20872575018
"9313",9819,810.970954645259,77.66,76260.783488461
"9314",9820,811.136884845847,85.6795,14052.9779552221
"9315",9822,811.230881464164,1937.455,34366.15827743
"9316",9823,811.305186718297,77.7035,52655.4271566974
"9317",9824,811.54707779351,1620.35,44068.9537249441
"9318",9825,811.56257322991,1109.335,10312.6038008964
"9319",9826,811.566350833883,1649.87,4914.36755714419
"9320",9827,811.639297099993,77.6605,26545.271326581
"9321",9828,811.646588274575,1612.22,38578.9629700397
"9322",9829,811.646973737024,1431.31,41173.2526415833
"9323",9830,811.648977905274,1572.04,669983.528131555
"9324",9831,811.64828110102,1524.295,200014.101335384
"9325",9832,811.648250680922,1507.185,347131.010665798
"9326",9833,811.648936892499,1585.6,493489.54882935
"9327",9835,811.67427165052,1899.565,24846.2938678135
"9328",9836,811.677729281448,1999.98,14963.9038896417
"9329",9837,811.69225519774,1666.885,8140.40909866573
"9330",9838,811.756780804436,2020.98,15712.4483947754
"9331",9839,811.973443897355,77.6605,11367.2195833688
"9332",9840,812.13765728945,85.6625,11195.5546375819
"9333",9841,812.231073393002,1937.705,15883.6202732789
"9334",9842,812.320948588396,77.926,5640.64087395549
"9335",9843,812.363778044544,73.925,1759.93118564295
"9336",9844,812.504370369423,1429.81,49436.5070953369
"9337",9845,812.548005793026,75.702,15780.1848527794
"9338",9846,812.552730048548,1620.35,19818.2264318458
"9339",9847,812.563574200781,1109.435,2122.9498690584
"9340",9848,812.58065464613,1673.39,8742.17627501385
"9341",9849,812.575496669927,1706.14,6711.7216310914
"9342",9850,812.591540714191,1594.36,3929.71344955783
"9343",9851,812.606848078741,1560.59,38266.4489916281
"9344",9852,812.616796450091,1607.71,50648.1086039496
"9345",9854,812.65417794542,1952.715,7923.33702850342
"9346",9855,812.653210841434,1613.61,25412.5134379069
"9347",9856,812.682005947404,1999.98,8163.32289098104
"9348",9857,812.678363076966,1899.07,48160.660558783
"9349",9858,812.700622858171,1665.88,29276.1729397463
"9350",9859,812.759301773013,2021.355,4776.2711627672
"9351",9860,812.798172399661,75.676,25641.0198967417
"9352",9861,812.971395595717,1231.655,10858.2173519163
"9353",9862,813.048610133961,75.6585,23145.7422504171
"9354",9863,813.138255329595,85.5545,2878.46293831795
"9355",9864,813.229783698171,1937.58,7958.88857000898
"9356",9865,813.311574535992,76.908,11668.746248872
"9357",9866,813.505805641407,1596.85,33708.5734165218
"9358",9867,813.507850839366,1429.935,23007.0531972249
"9359",9868,813.530435723008,1389.3,1956.82241855222
"9360",9869,813.547792748887,75.657,8423.36755502871
"9361",9870,813.554906470643,1620.735,4805.51375325521
"9362",9872,813.582692769004,1673.38,3462.89489411674
"9363",9873,813.607140377125,1684.88,3028.57665009724
"9364",9874,813.644737948787,1608.915,96565.0900605293
"9365",9875,813.642736895093,1989.47,2166.55926128359
"9366",9876,813.659417082682,1952.72,5155.29985046387
"9367",9877,813.661464723514,1584.32,46502.2485963399
"9368",9878,813.682208875663,1898.94,146169.951789414
"9369",9879,813.6938094316,2010.85,27207.8025538127
"9370",9880,813.705548857906,1665.505,53249.9829336544
"9371",9881,813.799226054318,75.6765,3859.87013859526
"9372",9882,813.97439117127,1232.335,1341.62554295858
"9373",9883,814.049942501511,75.409,3009.40211437505
"9374",9884,814.278149251435,1937.46,10475.2019514696
"9375",9885,814.283870350736,88.663,1066.24064440733
"9376",9886,814.370295360213,74.4085,11846.7186909081
"9377",9887,814.509659999481,1597.5,14965.6000582551
"9378",9888,814.51024953499,1430.05,6483.5553855896
"9379",9889,814.519138025988,1458.94,5611.61849674464
"9380",9890,814.568437644276,968.679,1221.09514830971
"9381",9892,814.628759739253,1607.46,6589.97629292806
"9382",9894,814.68523960792,1898.945,229188.273783041
"9383",9895,814.690616137306,1854.93,15240.1071465406
"9384",9896,814.697129254984,2010.975,15922.4101808753
"9385",9897,814.70386661048,1729.895,11125.4621218605
"9386",9898,814.716913511529,1695.005,47760.5005712098
"9387",9900,815.081340872769,84.325,1939.19273850671
"9388",9901,815.278469475416,1937.455,8607.94077228662
"9389",9902,815.373631788372,74.408,8933.87837201708
"9390",9903,815.519949901421,1628.12,16598.1334762569
"9391",9904,815.521140641234,1459.195,4478.16852846785
"9392",9905,815.581754457869,1863.565,6461.83835453211
"9393",9906,815.59082587571,1431.56,24977.9030049642
"9394",9907,815.648210033391,1718.89,14145.5491662127
"9395",9908,815.654071628374,2000.98,5525.43487728826
"9396",9909,815.665775529007,1505.01,12592.4010469807
"9397",9910,815.673366064301,1536.445,45026.4345778095
"9398",9911,815.677043637955,1589.005,30132.2632662023
"9399",9912,815.676312398355,1899.44,17047.5246594473
"9400",9913,815.697129377424,1854.43,23541.9320781973
"9401",9914,815.699835437253,1637.56,3543.91408508563
"9402",9915,815.709116719359,2021.105,29363.1617584229
"9403",9916,815.720774542427,1695.39,86169.0851381107
"9404",9917,816.064457154969,83.909,2181.0648179537
"9405",9918,816.277917541624,1937.455,5916.29830592606
"9406",9919,816.38971672435,1455.06,1385.87078066553
"9407",9920,816.525858299688,1628.12,6947.71502365002
"9408",9921,816.534429868884,1445.935,3773.3397992452
"9409",9922,816.574694024934,1608.19,10799.7887862386
"9410",9923,816.576209693653,1863.68,8075.2319405294
"9411",9924,816.589546111937,1432.435,8030.04746754964
"9412",9925,816.644755160052,1401.55,2909.27810414632
"9413",9926,816.650226556273,1719.62,26814.881939945
"9414",9927,816.653153023478,2000.98,2424.02862312801
"9415",9928,816.67812067124,1536.305,157538.839159794
"9416",9929,816.680121725973,1899.25,20659.0971822171
"9417",9930,816.684553148433,1593.86,144637.571282504
"9418",9932,816.700553647916,1854.18,57324.6177986721
"9419",9933,816.712260112883,2020.98,15651.9710680644
"9420",9934,817.061454360874,83.662,1681.21101828804
"9421",9935,817.148515251377,84.8035,957.793383007446
"9422",9936,817.257573156225,1681.135,3102.08529722644
"9423",9937,817.256112172901,74.0325,1421.3356026126
"9424",9938,817.276292494352,1937.71,3062.82969564655
"9425",9940,817.512224508417,1411.97,6075.12770970662
"9426",9941,817.559434515964,1610.07,6497.71426610257
"9427",9942,817.60919918407,1952.59,24858.4940330771
"9428",9943,817.667811687264,2011.475,6241.42949040731
"9429",9944,817.681997453367,1536.295,295857.370194207
"9430",9945,817.688322844257,1593.985,198929.304944497
"9431",9946,817.713324285481,2021.23,4483.99441422841
"9432",9947,817.966971791303,77.033,14199.9153143488
"9433",9949,818.190624886887,1944.08,1875.58187604268
"9434",9950,818.258425852586,1681.14,2187.08741760254
"9435",9951,818.296845102853,76.4525,23001.7234821972
"9436",9953,818.434178964525,1625.37,5807.6177629039
"9437",9954,818.511745342703,1411.83,4171.83728019743
"9438",9955,818.543956378536,74.235,3789.39500133547
"9439",9956,818.555680551944,1476.08,17577.9074856891
"9440",9957,818.583329817516,1863.94,8936.02461685044
"9441",9958,818.612482974278,1952.71,15250.5341720036
"9442",9959,818.617484447627,1558.345,16493.7746172301
"9443",9960,818.621544034496,1272.795,1111.15797758814
"9444",9961,818.62943634517,76.9095,12191.5151525696
"9445",9962,818.673018406632,2011.725,3084.87150127229
"9446",9963,818.680088982658,1619.72,44697.7992876306
"9447",9964,818.681111126513,1565.6,19438.8768630581
"9448",9965,818.682470585209,1535.85,20228.1316903474
"9449",9967,818.722227783117,1999.47,7430.74929445564
"9450",9968,818.791196225184,74.8205,3991.14237390533
"9451",9969,818.967247905532,77.16,5687.40248186675
"9452",9970,819.257003476665,1681.505,1602.21868097826
"9453",9971,819.297689039504,88.663,1255.78488871771
"9454",9972,819.298944344749,76.693,3353.86869740274
"9455",9973,819.435425445903,1625.12,1620.82374332774
"9456",9974,819.442120533991,77.3015,3356.98977373739
"9457",9975,819.499107252842,1494.595,10554.497639974
"9458",9976,819.501132633118,1414.56,6820.18563933994
"9459",9977,819.517687178078,1467.81,12263.1936966358
"9460",9978,819.526143766078,1375.315,12447.480235423
"9461",9979,819.517900440663,1591.36,19663.3507376678
"9462",9980,819.550190744126,1476.325,9210.77527872721
"9463",9981,819.582690234196,1864.315,4294.45542447631
"9464",9982,819.595688092733,1756.905,9935.96494847335
"9465",9983,819.614679665427,1952.835,4880.45254186056
"9466",9984,819.684291876524,1619.715,78702.4811774861
"9467",9985,819.690734873308,1565.345,39477.0220781974
"9468",9986,819.724992719127,1999.23,3633.93057315227
"9469",9987,819.76598877742,1900.07,12406.1667636648
"9470",9988,820.446708758869,77.426,12309.9431527557
"9471",9989,820.516303033237,1467.69,6567.7809761738
"9472",9990,820.532887982429,1407.86,45085.2007231673
"9473",9991,820.530008861329,1375.32,9415.78526484021
"9474",9992,820.604552833881,1756.65,4592.06837877752
"9475",9993,820.658844485399,1766.53,14569.1176681519
"9476",9994,820.667254152965,1569.68,34468.1354439629
"9477",9995,820.683280091357,1732.635,6072.18249143328
"9478",9996,820.695724636377,1646.5,30145.6368077596
"9479",9997,820.738046998019,2010.355,25351.6858714174
"9480",9998,820.770653216116,1899.37,21497.4275362347
"9481",9999,820.837524454279,1513.215,1277.61482438877
"9482",10000,820.901807694516,1786.91,7769.42088461977
"9483",10001,821.162020830293,1767.045,15673.4215674383
"9484",10002,821.450071411727,77.41,33946.3111571803
"9485",10003,821.496562465681,1467.44,3997.83478095358
"9486",10004,821.537003338413,1408.35,22486.9765143597
"9487",10005,821.532859000787,1628.1,5455.85121505168
"9488",10006,821.603717664302,1605.28,51716.8607015436
"9489",10008,821.64705826787,1655.37,7040.43658814739
"9490",10009,821.662450310561,1766.8,7326.54126689046
"9491",10010,821.673285525262,1612.155,3976.91466924526
"9492",10011,821.687712311824,1732.775,19584.7296333313
"9493",10012,821.698068124813,1646.5,61588.7024167731
"9494",10013,821.741053717839,2010.23,14351.267074585
"9495",10014,821.785527893325,1899.065,6064.87519068342
"9496",10015,821.90535956885,1786.16,11645.488261883
"9497",10016,822.165414714546,1767.675,1757.89266459147
"9498",10017,822.453483642406,77.41,43586.9440877564
"9499",10018,822.495400260138,1467.3,2436.75820681245
"9500",10019,822.527963876162,1546.26,31946.2616628011
"9501",10020,822.540594933581,1407.98,52348.7366599199
"9502",10021,822.55843803333,1618.16,5287.10263413359
"9503",10022,822.600711038417,1723.39,6295.95979659016
"9504",10023,822.610171627593,1605.53,28362.8165354226
"9505",10024,822.626503738245,1561.85,22532.5183154355
"9506",10025,822.642292076967,1709.005,26454.0245880189
"9507",10026,822.642743615116,75.908,2655.58233056692
"9508",10028,822.690674120604,1732.635,37894.6395704256
"9509",10029,822.687598515079,1646.63,4029.74141676007
"9510",10030,822.753969160352,2020.48,35684.3079180204
"9511",10031,822.896698437977,75.66,3375.40485715022
"9512",10032,822.998475779572,1145.18,4594.04627530808
"9513",10033,823.147435514562,75.495,2659.70308911826
"9514",10034,823.378700172948,1040.69,2970.85117594401
"9515",10035,823.449270564389,77.659,2897.55241461864
"9516",10036,823.536998157259,1546.34,13663.5348205566
"9517",10037,823.543848425686,1407.735,67998.1101467713
"9518",10039,823.601291004372,1723.64,5515.82841015681
"9519",10040,823.622963085421,1562.6,17464.6535627813
"9520",10041,823.645199406891,1708.385,48232.853225474
"9521",10042,823.646815326199,1572.09,15291.9435652375
"9522",10043,823.652502291833,1604.61,23934.8980928674
"9523",10044,823.681969942077,1999.1,6241.20323324995
"9524",10045,823.757366214239,2020.48,19925.9774017334
"9525",10046,823.788542897378,74.485,2016.62269423962
"9526",10048,824.382404770695,1040.69,1280.75282033284
"9527",10049,824.549859756313,1408.48,30249.0894188527
"9528",10050,824.58070677867,1675.14,7836.78071238289
"9529",10051,824.592598385173,1863.19,4046.93328746918
"9530",10052,824.607637447338,1550.59,21691.3343694068
"9531",10053,824.639905445268,77.66,94385.7385972024
"9532",10054,824.649339385457,1572.355,18699.5407714844
"9533",10055,824.659057200679,1604.62,84659.9510169229
"9534",10056,824.683219909309,1998.47,3234.65929658397
"9535",10057,824.769147884264,2030.23,57008.5906407517
"9536",10058,824.904437590146,93.628,20081.0463252867
"9537",10059,824.974478989766,77.66,109746.821766924
"9538",10061,825.308428611285,77.66,78434.7508565118
"9539",10062,825.5526990601,1408.23,55400.9367070519
"9540",10063,825.569452045898,1636.64,6903.49183846552
"9541",10064,825.608327548936,1550.345,40063.4649974988
"9542",10065,825.642008694628,77.6595,42187.9202700458
"9543",10066,825.664209097153,1604.65,278085.037005596
"9544",10067,825.657136688741,1588.85,15745.4397030124
"9545",10068,825.693573096905,2010.23,24073.2181109446
"9546",10069,825.692291957264,1660,2493.8728812726
"9547",10070,825.772320220016,2030.235,27568.5217554623
"9548",10071,825.903089839052,93.162,5426.89974787222
"9549",10072,825.975428466908,77.5775,18756.0293231268
"9550",10074,826.31122331566,77.802,7543.38484324735
"9551",10075,826.400776205207,1600.39,1974.09691890329
"9552",10076,826.520230366182,1456.185,40100.0080140169
"9553",10077,826.554859167871,1408.105,23446.5977422826
"9554",10078,826.595056269098,1701.135,24334.3647918701
"9555",10079,826.594786450045,1668.875,19407.1401152133
"9556",10080,826.595612230243,1681.89,17372.7062233306
"9557",10081,826.615474965251,1631.255,24079.9369347858
"9558",10082,826.623169693815,1572,32301.6389850825
"9559",10084,826.643147376693,77.159,2712.82390423087
"9560",10085,826.648902635805,1618.715,5415.73032904106
"9561",10086,826.658414704105,1589.61,19065.2669933704
"9562",10087,826.667958995587,1604.935,471443.855577931
"9563",10088,826.67550004343,1766.03,3817.03408177694
"9564",10089,826.697392776702,2010.355,14459.7678628921
"9565",10090,826.706638202826,1687.635,4643.76588878925
"9566",10091,826.774597140443,2030.48,8627.08762806468
"9567",10093,826.902103247101,93.383,8716.05368630314
"9568",10094,827.024386241697,77.551,2386.67548126206
"9569",10095,827.183859923691,85.391,1196.97890397284
"9570",10097,827.373768612927,74.3205,4272.69641159364
"9571",10098,827.525333549683,1456.065,21281.8263753095
"9572",10099,827.573614057868,1423.435,8592.28543149714
"9573",10100,827.600090514563,1701.14,11279.9888178507
"9574",10101,827.621517525993,1571.72,51337.0473614902
"9575",10102,827.621916788428,1585.6,40531.2511009283
"9576",10103,827.638068399088,1529.37,13224.5824712118
"9577",10104,827.655560403087,1999.98,2894.42223158371
"9578",10105,827.653382533567,1631.13,29846.4876910081
"9579",10106,827.666023937038,1607.31,23533.977655724
"9580",10107,827.694177606515,78.1595,2536.11796151586
"9581",10108,827.709588312818,2020.48,36527.8776394999
"9582",10109,827.713571008746,1688.005,11479.1943063191
"9583",10110,828.119945255843,1166.23,1552.00283314098
"9584",10111,828.290302674297,1820.545,1304.55530166626
"9585",10112,828.297983566233,85.799,4856.57373621148
"9586",10113,828.380995717494,74.158,2003.75959543276
"9587",10114,828.571526571968,1423.8,6395.40368937174
"9588",10115,828.573323842652,1701.64,7617.68031153232
"9589",10116,828.607031180304,1294.335,3003.44926026944
"9590",10117,828.631911935995,1612.3,7529.27065314824
"9591",10118,828.645400384115,1711.14,17110.6155848933
"9592",10119,828.661470767558,1631.255,42689.944711202
"9593",10120,828.686736755689,1790.665,7938.56225421994
"9594",10121,828.712443231687,2020.48,21162.8984777254
"9595",10122,828.723338369505,1689.63,9130.06024643993
"9596",10123,828.786287732579,77.911,1371.48336777596
"9597",10124,828.94547673142,1231.92,1745.89810053507
"9598",10127,829.222178091063,1225.855,1400.02308721855
"9599",10128,829.307629372232,80.746,5638.66172118037
"9600",10129,829.605444451163,1294.16,1438.12216440837
"9601",10130,829.62714909177,1609.61,17934.9095654831
"9602",10131,829.652199689668,1710.89,35283.1867693184
"9603",10132,829.65143748763,1430.06,4527.12707730073
"9604",10133,829.668589781621,2010.855,5949.04970593107
"9605",10134,829.689858293915,1790.67,4182.00599877328
"9606",10135,829.72437276917,2030.23,57923.1259468503
"9607",10136,829.727890616113,1719.12,3224.52703257542
"9608",10137,829.752743549066,1676.635,18671.4266248581
"9609",10139,830.135590284257,1226.02,2848.55019378662
"9610",10140,830.199918604392,85.6465,4656.68761040409
"9611",10141,830.311278501345,80.9105,12065.7447998496
"9612",10142,830.433930147981,1617.91,6858.1766262064
"9613",10143,830.532740047615,1456.31,9308.50795536578
"9614",10145,830.563172757219,1659.87,7212.08542591856
"9615",10146,830.583951962925,1633.64,7707.16755167643
"9616",10147,830.617558071467,1550.215,13788.5346629297
"9617",10148,830.656097764444,1429.805,18180.1830062866
"9618",10149,830.670947171474,2010.98,3010.30797352527
"9619",10150,830.687367544731,1608.11,11182.6521973225
"9620",10151,830.691707889793,1562.595,14109.224822998
"9621",10152,830.728476554513,2030.48,28003.5762442139
"9622",10153,830.736612071849,1719.015,7541.54651006063
"9623",10154,830.76810353486,1899.57,15580.949236093
"9624",10155,830.96423271241,1098.96,2638.99660744238
"9625",10156,831.203707739033,85.6795,12219.6147439139
"9626",10157,831.278522837021,1782.66,924.318489074707
"9627",10158,831.436454590724,1617.41,2510.69509377147
"9628",10159,831.567904577244,1659.99,3077.13944554649
"9629",10160,831.622132113757,1549.965,29784.6789103467
"9630",10161,831.642014373008,1384.04,3873.49172044533
"9631",10162,831.65300011717,1707.63,7865.10443639119
"9632",10163,831.659326112726,1429.81,34703.0271326701
"9633",10164,831.669067964742,1739.8,10786.7094787168
"9634",10165,831.669520129059,1556.715,4064.47244105074
"9635",10166,831.684371961824,2020.605,4262.12733078003
"9636",10167,831.693876782374,1608.36,21506.9486384336
"9637",10168,831.696293948505,1562.435,53744.86061215
"9638",10169,831.730188569958,2030.48,6445.44964113076
"9639",10170,831.772082059372,1899.325,33492.136895195
"9640",10171,831.96770687385,76.9095,21573.5230098683
"9641",10172,832.206141382028,85.5545,26618.6004202223
"9642",10173,832.240507886356,1974.465,380975.23768376
"9643",10174,832.302085214132,76.9095,25607.7898127209
"9644",10175,832.449052427954,1614.78,22906.1502268645
"9645",10176,832.447330706974,1636.5,19829.2993164062
"9646",10177,832.595663632606,1864.19,6602.59070677254
"9647",10178,832.635642578664,76.908,18321.1935666501
"9648",10179,832.65037705383,1572.68,6975.38880574703
"9649",10181,832.690952148829,2020.98,3707.8807290915
"9650",10182,832.697321142316,1562.335,111896.337319996
"9651",10183,832.737058754633,2008.73,6125.53906805911
"9652",10184,832.77599263417,1899.45,74604.1485159693
"9653",10185,832.969523425847,76.9095,9836.62433982239
"9654",10186,833.144024582912,75.908,1692.93629902762
"9655",10187,833.209494645995,85.5545,31734.8970654178
"9656",10188,833.241257927296,1974.47,275661.60740153
"9657",10189,833.394607106978,75.158,4227.71255481973
"9658",10190,833.50577885051,1840.8,37985.5856577555
"9659",10191,833.506911321674,1858.93,25782.5821555426
"9660",10192,833.506285814819,1920.2,55934.0093888814
"9661",10193,833.602718472529,1594.115,123599.468153358
"9662",10195,833.650454162869,75.4255,6590.00292668417
"9663",10198,833.678326800962,1563.85,11556.5810292562
"9664",10199,833.695753256336,1642.37,5365.10388441574
"9665",10200,833.69886117798,1593.86,24331.0937881626
"9666",10201,833.779447539673,1899.37,207441.173183079
"9667",10202,833.879552210148,85.391,1411.29411320041
"9668",10203,833.901503196893,75.7025,10048.933869539
"9669",10204,834.133917214514,1166.085,999.491784039451
"9670",10205,834.152055842882,75.5775,5627.4349537929
"9671",10206,834.20628374161,85.3965,3954.20742808933
"9672",10207,834.239687442177,1974.465,261951.712350827
"9673",10208,834.377980121548,85.5375,6501.90517843905
"9674",10209,834.50813626756,1428.81,2705.73716073274
"9675",10210,834.547223456899,1433.935,15815.8462691286
"9676",10211,834.606586846028,1594.36,66766.1035664876
"9677",10212,834.625913670642,1551.34,13280.8396577181
"9678",10214,834.700562984074,1642.5,8647.72410302783
"9679",10215,834.710348531454,1593.99,54738.0947433268
"9680",10216,834.753790044048,2019.855,20103.4969556215
"9681",10217,834.783271802729,1899.315,333509.937142453
"9682",10218,834.87979921121,85.6795,16833.0012972445
"9683",10219,835.207615894371,85.728,2365.48690402835
"9684",10220,835.239092453558,1974.345,136570.707197162
"9685",10221,835.350597176912,74.8205,1590.95624943019
"9686",10222,835.381585128992,85.6795,23544.1798937763
"9687",10223,835.492201450532,1467.195,7753.88739871017
"9688",10224,835.510215084143,1947.71,21365.702361271
"9689",10225,835.509999316067,1916.825,27958.7106123974
"9690",10226,835.521813791165,1511.83,11304.5399285506
"9691",10227,835.549369635024,1434.06,8286.72743523176
"9692",10228,835.617141143534,1628.63,15195.9378260476
"9693",10229,835.622001058901,1594.495,16366.5938110352
"9694",10230,835.629739327121,1551.215,6726.37356058757
"9695",10232,835.663651034319,1737.15,9380.8257694514
"9696",10233,835.673621033466,1587.61,18668.0355388663
"9697",10234,835.75652220914,2019.73,11583.6407605619
